year,county,agency_name,agency_code,less_than_high_school,high_school_or_higher,bachelors_or_higher,per_capita_income,median_income,poverty_rate,employment_rate,unemployment_rate
2012,Inyo,All Combined,All Combined,11.6,88.6,21,27323,45000,37.2,59.2,7.3
2012,Inyo,Bishop Police Department,1401,22,84.6,23.8,25443,29568,28.4,64.9,5.5
2012,Kern,All Combined,All Combined,24.2,71.6,14.9,20216,47727,29.2,51.2,13.1
2012,Kern,Arvin Police Department,1501,27.2,36.7,3.9,9913,30719,30.8,54.5,14.5
2012,Kern,Bakersfield Police Department,1502,17.1,78.2,19.9,23261,54265,31.2,57,12
2012,Kern,California City Police Department,1511,15.5,81.8,14.2,21688,50344,17,41.4,23.2
2012,Kern,Delano Police Department,1503,38.8,53.1,6.8,10416,35507,32.1,40.6,15.5
2012,Kern,McFarland Police Department,1505,45.5,41.8,4.8,8992,35812,31.7,47.2,20.2
2012,Kern,Maricopa Police Department,1504,19.7,76.5,3.5,16098,33281,24.5,38.7,24
2012,Kern,Ridgecrest Police Department,1506,16.8,91,27.3,27810,60885,20.2,57,8.4
2012,Kern,Shafter Police Department,1507,20.5,57,6.1,14400,40731,35.5,51.2,11.8
2012,Kern,Taft Police Department,1508,24.7,67.3,8.9,17558,50074,19.9,36.2,9.2
2012,Kern,Tehachapi Police Department,1509,40,72.9,9.1,15480,37405,37.4,32,10
2012,Kern,Wasco Police Department,1510,37.1,52.8,4.2,11168,42221,28.6,36.5,14.8
2012,Kings,All Combined,All Combined,25.3,71.3,12.4,18566,48761,29.2,45.4,14.5
2012,Kings,Avenal Police Department,1607,49,44.9,3.6,9627,27927,33.8,40.6,21
2012,Kings,Corcoran Police Department,1601,37.4,57.4,3.4,8635,34594,27.9,19.6,18.9
2012,Kings,Hanford Police Department,1602,22.5,80.4,17.8,22860,54767,28.5,55,12.7
2012,Kings,Lemoore Police Department,1603,17.3,82.6,17.2,23325,56258,23,54.8,13.2
2012,Lake,All Combined,All Combined,28,86.9,16.8,21845,38147,20.8,45.4,15.3
2012,Lake,Clearlake Police Department,1702,45.4,80.7,6.1,15953,25916,17.1,39.1,23.5
2012,Lake,Lakeport Police Department,1701,14,89.8,26.3,27234,39877,19.4,53.6,9.3
2012,Lassen,All Combined,All Combined,33.3,79.9,13.5,19924,51921,17.9,34.9,11.2
2012,Lassen,Susanville Police Department,1801,36.7,77.1,11.8,17383,48588,16.4,32.4,11.4
2012,Los Angeles,All Combined,All Combined,18.4,76.4,29.5,27900,56241,25.7,58.1,10.8
2012,Los Angeles,Agoura Hills Police Department,191F,7.6,95.5,55.5,53050,110716,22.7,62.5,8.9
2012,Los Angeles,Alhambra Police Department,1901,12.1,79.2,30.8,25518,53917,33.3,59.1,7.7
2012,Los Angeles,Arcadia Police Department,1902,5.6,91.2,53.4,38676,77342,26.3,57.6,5.9
2012,Los Angeles,Artesia Police Department,1903,18,76.5,25,22214,59078,35.8,59.6,7.9
2012,Los Angeles,Avalon Police Department,1904,18.1,74.3,21.2,28407,52955,22,70.4,9.2
2012,Los Angeles,Azusa Police Department,1905,13.9,75.2,19.3,18211,53063,25.7,60.3,9.1
2012,Los Angeles,Baldwin Park Police Department,1906,17.9,55.8,11.8,15484,51244,45.6,54.9,14
2012,Los Angeles,Bell Police Department,1907,32.4,44.5,6,12323,36654,34,52.9,14
2012,Los Angeles,Bellflower Police Department,1908,15.5,76.7,15.7,19668,50765,30.6,58.2,9.6
2012,Los Angeles,Bell Gardens Police Department,1909,31.3,40.7,5.2,11756,38272,33.8,56.5,11.3
2012,Los Angeles,Beverly Hills Police Department,1910,8.7,95.1,58.1,76391,85918,24.3,57.9,10.1
2012,Los Angeles,Bradbury Police Department,1911,14,94.6,53.8,64680,117500,36.4,54.4,5.9
2012,Los Angeles,Burbank Police Department,1912,10.3,88,37.1,33964,67693,21.2,62.4,8.7
2012,Los Angeles,Calabasas Police Department,192H,11.7,97.5,62.3,67486,119624,22.8,60.5,7.4
2012,Los Angeles,Carson Police Department,1977,17.6,80.2,23.9,23650,71653,34.2,57.4,13
2012,Los Angeles,Cerritos Police Department,1919,8.4,92.6,47.3,33179,87788,29.2,55.6,8.2
2012,Los Angeles,Claremont Police Department,1913,3.9,92.7,57.2,36451,80754,26.8,52,10.5
2012,Los Angeles,Commerce Police Department,1914,25.6,51.4,6.6,16738,51022,41.3,47.6,14.8
2012,Los Angeles,Compton Police Department,1915,28.1,59.2,6.8,13661,42335,36,52.1,16.6
2012,Los Angeles,Covina Police Department,1916,10.8,85.9,24.3,26263,66818,21.5,59,12.8
2012,Los Angeles,Cudahy Police Department,1917,35.9,41.3,3.9,11649,39263,38.2,55.6,14
2012,Los Angeles,Culver City Police Department,1918,8.5,92.5,50.7,43927,76182,17.7,64.7,8.2
2012,Los Angeles,Diamond Bar Police Department,191W,8.1,92.4,49.7,35564,90181,17.4,60.6,7.1
2012,Los Angeles,Downey Police Department,1920,15.6,76.5,19.8,22761,60132,25.6,58.8,10.6
2012,Los Angeles,Duarte Police Department,1921,8.1,80.7,26.9,25379,63160,27,54.8,9.2
2012,Los Angeles,El Monte Police Department,1922,25.2,54.9,11.6,14764,41861,31.4,53.8,13.2
2012,Los Angeles,El Segundo Police Department,1923,18.1,96.3,48,44188,86364,25,67.3,5.9
2012,Los Angeles,Gardena Police Department,1924,16.9,81,23.6,23476,50148,29.7,57.1,10.7
2012,Los Angeles,Glendale Police Department,1925,9.2,84.6,38.3,29766,54369,24.9,55.9,10.7
2012,Los Angeles,Glendora Police Department,1926,7,89.9,30.1,32356,74619,28.7,57.7,8.9
2012,Los Angeles,Hawaiian Gardens Police Department,1927,20,55.9,11.7,14790,44179,23.9,56.7,7.7
2012,Los Angeles,Hawthorne Police Department,1928,20.6,75.2,17.3,20206,44906,36.8,60.9,9.4
2012,Los Angeles,Hermosa Beach Police Department,1929,5.2,98.5,69.2,71215,100696,16.5,72.2,6
2012,Los Angeles,Hidden Hills Police Department,1930,13.9,95.9,59.7,127247,,34,47.7,2.4
2012,Los Angeles,Huntington Park Police Department,1931,30.6,41.1,6,12464,36620,27,58.3,13.1
2012,Los Angeles,Industry Police Department,1932,0,71.3,23.1,15200,49419,39.3,32.2,0
2012,Los Angeles,Inglewood Police Department,1933,23.2,72.1,17.7,20588,44558,29.6,57.9,12.5
2012,Los Angeles,Irwindale Police Department,1934,7,61.8,8.5,17703,61719,38.2,55.8,14.7
2012,Los Angeles,La Habra Heights Police Department,190D,2.7,94.7,50.1,51129,119605,26,54.1,4.1
2012,Los Angeles,Lakewood Police Department,1935,9.4,87.5,27.5,29784,78876,24.7,62.3,8.5
2012,Los Angeles,La Mirada Police Department,1936,6.8,86.9,27.5,28325,81319,28.3,55.9,8.3
2012,Los Angeles,Lancaster Police Department,1996,17.6,80.6,16.2,20393,51719,18.7,49.3,12
2012,Los Angeles,La Puente Police Department,1937,26.9,58.6,10.7,15768,52886,23.2,56.4,9.4
2012,Los Angeles,La Verne Police Department,1938,8,92.1,32.6,33331,76519,30.1,56.1,9.7
2012,Los Angeles,Lawndale Police Department,1939,25.6,71.7,16.3,18056,48727,36.6,59.6,12.6
2012,Los Angeles,Lomita Police Department,1940,13.7,86.1,25.8,29648,62899,18.2,63.5,7.5
2012,Los Angeles,Long Beach Police Department,1941,16.8,79,28.6,26866,52900,23.6,59.3,11.7
2012,Los Angeles,Los Angeles Police Department,1942,19.8,74.2,30.8,28111,49745,25.7,59,11.4
2012,Los Angeles,Lynwood Police Department,1943,29.9,51.4,5.4,12374,42723,34,51,13.4
2012,Los Angeles,Malibu Police Department,192J,7.7,98.3,61.4,95615,135530,23.7,53.4,8.4
2012,Los Angeles,Manhattan Beach Police Department,1944,11.3,98.1,72.7,83610,134445,21.7,64.5,4.7
2012,Los Angeles,Maywood Police Department,1945,38.3,38.9,4.2,11845,36540,33.8,57,12
2012,Los Angeles,Monrovia Police Department,1946,10.1,88.7,34,32420,69449,26.2,64.7,8.1
2012,Los Angeles,Montebello Police Department,1947,19.4,70.4,16.3,20538,50581,24.5,53.3,9.7
2012,Los Angeles,Monterey Park Police Department,1948,6.4,76.6,27.6,24448,55800,25.7,52.3,9.9
2012,Los Angeles,Norwalk Police Department,1949,16.7,72.4,14.8,19427,60485,26.6,56.4,11.9
2012,Los Angeles,Palmdale Police Department,1950,23,73,14.7,18695,54277,24.6,52,14.4
2012,Los Angeles,Palos Verdes Estates Police Department,1951,9,97.8,76.5,89774,152068,26.5,49.6,2.3
2012,Los Angeles,Paramount Police Department,1952,24.7,55.6,7.9,14283,44167,34,56.5,12.5
2012,Los Angeles,Pasadena Police Department,1953,16,84.5,48,40839,68310,21.3,60.4,9.8
2012,Los Angeles,Pico Rivera Police Department,1954,19.7,66.8,11,18785,57044,25.5,55.4,10.3
2012,Los Angeles,Pomona Police Department,1955,22.3,65.2,15.5,16986,48864,33,54.2,12.7
2012,Los Angeles,Rancho Palos Verdes Police Department,1980,13.9,98.1,66.6,58627,119778,24.8,53.1,5.7
2012,Los Angeles,Redondo Beach Police Department,1956,9.2,95.3,58,53800,98816,21.4,69.1,6.4
2012,Los Angeles,Rolling Hills Police Department,1957,2.9,97,70.7,119577,213906,16,53.6,4.8
2012,Los Angeles,Rolling Hills Estates Police Department,1958,11.5,97.9,68.9,68321,153986,25.3,54.4,5
2012,Los Angeles,Rosemead Police Department,1959,14,62.2,14.3,17534,46781,28.5,52.4,11.9
2012,Los Angeles,San Dimas Police Department,1960,5.8,92,33.5,34659,76454,24.2,56.5,8.3
2012,Los Angeles,San Fernando Police Department,1961,29.4,54.7,11.1,17254,54856,37.4,59,12.3
2012,Los Angeles,San Gabriel Police Department,1962,9.9,76.4,27.9,25012,56260,34.5,57.4,7.1
2012,Los Angeles,San Marino Police Department,1963,6.5,96.2,73.8,76984,139122,28.7,51.5,5
2012,Los Angeles,Santa Clarita Police Department,191R,12.1,87.9,31.8,33979,84291,29.5,63.4,9.7
2012,Los Angeles,Santa Fe Springs Police Department,1964,12.5,73,10.1,19576,54551,25.1,51.1,12.2
2012,Los Angeles,Santa Monica Police Department,1965,4.6,95.2,64.5,58377,72271,19.4,63.3,9.2
2012,Los Angeles,Sierra Madre Police Department,1966,19.8,96.4,57.1,48576,90321,17.3,59.8,9.2
2012,Los Angeles,Signal Hill Police Department,1967,21.5,87.5,36.5,32130,65741,13.5,60.8,12.4
2012,Los Angeles,South El Monte Police Department,1968,16.1,50.8,8.5,14369,48056,25.9,56.5,7.2
2012,Los Angeles,South Gate Police Department,1969,21.7,52.5,7,14342,41851,27.4,55,13.7
2012,Los Angeles,South Pasadena Police Department,1970,6.6,96.9,62.8,47001,84185,26.1,67.2,6.5
2012,Los Angeles,Temple City Police Department,1971,12.8,86,35.9,26187,64148,22.4,56.7,7.2
2012,Los Angeles,Torrance Police Department,1972,6.6,93.1,44.5,36240,76082,18.8,60.8,7.9
2012,Los Angeles,Vernon Police Department,1973,0,44.4,20,18103,32188,15.4,63,8.1
2012,Los Angeles,Walnut Police Department,1974,2.4,92.4,50.4,34649,102093,19.5,58.7,6.4
2012,Los Angeles,West Covina Police Department,1975,12.5,82.3,26.6,25388,68677,23.7,57.2,12.8
2012,Los Angeles,West Hollywood Police Department,191H,1.4,95.1,56,54405,53223,17.5,68.6,8.8
2012,Los Angeles,Westlake Village Police Department,190X,17.4,97.5,57.8,63844,115018,24,56,9.9
2012,Los Angeles,Whittier Police Department,1976,10.9,83.1,24.5,28328,67417,24.2,59.4,9.3
2012,Madera,All Combined,All Combined,32.9,68,13.9,18474,47937,34.2,46.2,11.6
2012,Madera,Chowchilla Police Department,2001,33.9,67.4,9.2,12550,41373,29.7,26.7,11.3
2012,Madera,Madera Police Department,2002,40.5,55.5,8.8,14637,43240,32.9,52.5,10.1
2012,Marin,All Combined,All Combined,16.2,92.1,54.6,55695,90962,27.1,60.7,6.9
2012,Marin,Belvedere Police Department,2101,10.6,98.9,79.1,126365,166458,23.1,40.8,15.8
2012,Marin,Mill Valley Police Department,2105,5.5,97.3,74.8,76936,116983,25,60,4.8
2012,Marin,Novato Police Department,2106,11.3,92.2,44.5,42438,79664,29.4,61.6,7.1
2012,Marin,San Rafael Police Department,2109,26.2,85,44.9,43934,73202,26.6,62.8,6.9
2012,Marin,Sausalito Police Department,2110,0,98.7,71.6,90690,116855,20.6,70.5,7.3
2012,Mariposa,All Combined,All Combined,10.8,89.4,19.9,27670,52584,16.6,48.1,14.7
2012,Mendocino,All Combined,All Combined,23.4,85,21.4,23179,43721,22.2,54.2,11.4
2012,Mendocino,Fort Bragg Police Department,2301,34.6,81.6,19.4,19629,36389,17.8,61.7,9.9
2012,Mendocino,Point Arena Police Department,2302,0,71.7,15.5,16201,28229,20.6,63.9,11
2012,Mendocino,Ukiah Police Department,2303,20.3,86.3,18.2,21507,44958,21.5,53.9,15.3
2012,Mendocino,Willits Police Department,2304,50.7,77.9,14.4,18797,36466,12.7,55,10.5
2012,Merced,All Combined,All Combined,16.2,66.6,12.5,18343,43565,24,51.1,16.1
2012,Merced,Atwater Police Department,2401,13.4,69.7,12,18007,41317,23.9,48.8,19.1
2012,Merced,Dos Palos Police Department,2402,17.9,63.2,7.2,12271,34522,23,44.4,19.1
2012,Merced,Gustine Police Department,2403,21.3,64,3.8,16721,42305,27.2,45.8,17.5
2012,Merced,Livingston Police Department,2404,16.9,48.3,5.6,12884,43887,23.8,51.9,20.1
2012,Merced,Los Banos Police Department,2405,16.9,64.4,10.1,17881,49131,29.3,53.4,17.9
2012,Merced,Merced Police Department,2406,17.1,72.1,15.3,17331,38253,19.9,50.5,15
2012,Modoc,All Combined,All Combined,16.6,85.1,19.4,20916,37482,27.3,46.7,11.6
2012,Modoc,Alturas Police Department,2501,14.1,88,16.5,20976,35944,32.7,52.2,10.8
2012,Mono,All Combined,All Combined,15.8,86.3,29.1,27135,61868,25.7,69.4,10.7
2012,Monterey,All Combined,All Combined,26.8,70.4,23.2,24995,60143,24.2,55.5,11.1
2012,Monterey,Del Rey Oaks Police Department,2702,27.4,93.4,40.4,36880,80417,20.8,61.1,7
2012,Monterey,Gonzales Police Department,2703,43.4,54,4.7,16941,56415,25.3,66.7,6.4
2012,Monterey,Greenfield Police Department,2704,39.1,46.6,9.1,14545,55814,34.1,64,15.4
2012,Monterey,King City Police Department,2705,57.4,41.6,6.4,13759,49326,32.2,55.2,19.4
2012,Monterey,Marina Police Department,2712,7.4,78.5,21.5,25106,54038,23.7,59.3,9.1
2012,Monterey,Monterey Police Department,2706,7.4,93.3,48.3,36042,63072,19.9,50.3,6.8
2012,Monterey,Pacific Grove Police Department,2707,4.3,96,51.2,43841,68213,22.4,55.2,8
2012,Monterey,Salinas Police Department,2708,30.5,60,13.1,18003,50587,21.6,59.3,11.8
2012,Monterey,Sand City Police Department,2709,31.3,86.3,28.4,32157,42292,23.7,50.5,27
2012,Monterey,Seaside Police Department,2710,20.4,73.2,21.8,23036,59057,24.5,59.6,11
2012,Monterey,Soledad Police Department,2711,42.1,51.7,3.2,10126,50111,26.8,30.2,14.2
2012,Napa,All Combined,All Combined,17.3,82.6,31.2,35195,69571,20.2,59.9,8.9
2012,Napa,American Canyon Police Department,2809,20.8,85.1,32.1,28207,83609,19.7,62.7,9.1
2012,Napa,Calistoga Police Department,2801,23.9,77.5,27.6,30990,51967,16.2,61.2,1.9
2012,Napa,Napa Police Department,2802,18.8,79.2,27.4,30851,62505,20.9,60.7,9.6
2012,Napa,St. Helena Police Department,2803,5.5,88.1,46.6,50378,71118,20.6,59.3,3.1
2012,Napa,Yountville Police Department,2810,37.2,91,45.2,49978,68864,11.5,40.3,9.1
2012,Nevada,All Combined,All Combined,14.7,95,32.7,31899,57382,21.7,52.1,10.4
2012,Nevada,Grass Valley Police Department,2901,18.4,88.6,26.4,25613,36612,22.6,45.5,12
2012,Nevada,Nevada City Police Department,2902,28.7,96.6,43.6,32419,60144,13,55.6,9.4
2012,Orange,All Combined,All Combined,14.3,83.6,36.6,34233,75566,30.1,60.9,9
2012,Orange,Aliso Viejo Police Department,3049,8.6,94.7,55,43850,98515,23.2,73.1,7
2012,Orange,Anaheim Police Department,3001,19.2,73.8,23.8,23137,59627,34,60.6,11.6
2012,Orange,Brea Police Department,3002,9.9,91.1,41,35598,82055,17.7,62.1,8.5
2012,Orange,Buena Park Police Department,3003,14.8,81.3,28,23368,64205,27.8,58.4,7.8
2012,Orange,Costa Mesa Police Department,3004,15.5,85.1,34.7,33093,65373,19,67.5,9
2012,Orange,Cypress Police Department,3005,11.8,91.9,38.8,32376,80440,21.6,60.5,6.5
2012,Orange,Dana Point Police Department,3036,15.2,95,45.2,50584,80938,35.3,61.8,7.9
2012,Orange,Fountain Valley Police Department,3007,4.9,89.9,37.4,33973,81212,27.3,57.5,8.5
2012,Orange,Fullerton Police Department,3008,8.9,85.3,37.3,30503,67617,30.4,60.2,10.1
2012,Orange,Garden Grove Police Department,3009,15.2,72.7,18.8,20918,59988,37.2,56.7,11.6
2012,Orange,Huntington Beach Police Department,3010,9.1,93.1,40.1,42113,81849,31.6,62.5,9.1
2012,Orange,Irvine Police Department,3026,3.4,96.6,65.7,43271,92663,16.4,61.5,6.8
2012,Orange,Laguna Beach Police Department,3011,21.8,97.8,64.7,78801,95020,25.7,61.6,6.3
2012,Orange,Laguna Hills Police Department,3042,20,91.7,42.8,43200,85594,34.5,61.6,8.8
2012,Orange,Laguna Niguel Police Department,3039,8.3,96.6,54,51788,100589,29.6,62.2,8.2
2012,Orange,Laguna Woods Police Department,3047,0,94,41.8,37966,36818,27.9,21.2,11.1
2012,Orange,La Habra Police Department,3012,15.3,79.4,20.9,24017,60954,25.6,61.5,9.4
2012,Orange,Lake Forest Police Department,3043,11.3,92.6,43.2,40142,93127,21.7,68.6,6.4
2012,Orange,La Palma Police Department,3006,6.5,92.8,43.4,35746,87289,19.6,56.2,6.2
2012,Orange,Los Alamitos Police Department,3013,10.4,92.2,40.3,38646,80449,16,60.1,8.5
2012,Orange,Mission Viejo Police Department,3035,7.4,94.2,44.8,41542,96088,26.8,61.4,8.3
2012,Orange,Newport Beach Police Department,3014,4.9,97.9,64.2,80893,109677,19.7,60.4,6.7
2012,Orange,Orange Police Department,3015,14.8,83.1,33.7,32633,78678,41.9,61.6,8.9
2012,Orange,Placentia Police Department,3016,14.2,84.2,34.7,29863,75693,21.4,60.5,9.9
2012,Orange,Rancho Santa Margarita Police Department,3048,10.6,95.1,46.8,41148,102975,25.5,70.7,6
2012,Orange,San Clemente Police Department,3017,14.3,95.2,47,47305,87184,28.1,60.2,7.2
2012,Orange,San Juan Capistrano Police Department,3018,13.7,83.3,33.8,39556,75356,35.1,57.6,8.7
2012,Orange,Santa Ana Police Department,3019,27.8,52.9,11.6,16330,54387,50.4,61.1,10.4
2012,Orange,Seal Beach Police Department,3020,5.6,94.7,42.7,44553,50675,30.4,43.7,6.2
2012,Orange,Stanton Police Department,3021,20.1,67.2,19,20316,50542,28.2,58.8,12.5
2012,Orange,Tustin Police Department,3022,18.7,83.1,38.9,31378,74011,33.2,66.8,8.8
2012,Orange,Villa Park Police Department,3023,5.7,96.7,51.8,69324,153726,34.4,57,7.6
2012,Orange,Westminster Police Department,3024,15.3,73.7,20,22603,54780,32.5,53.7,12.4
2012,Orange,Yorba Linda Police Department,3025,8,95.3,47.3,49533,116881,29.4,62.9,6.8
2012,Placer,All Combined,All Combined,12.3,93.6,34.7,34917,73356,22.1,56.9,9.3
2012,Placer,Auburn Police Department,3101,12.5,94.2,33.9,33253,59238,23.7,52.2,11.1
2012,Placer,Colfax Police Department,3102,16.7,92.4,16.2,27468,58015,29.1,53.8,18.6
2012,Placer,Lincoln Police Department,3103,14.6,93.4,32.1,32451,72921,26.9,47.9,9.9
2012,Placer,Rocklin Police Department,3104,9.3,94.9,40.9,33806,77287,22.2,62.1,9.1
2012,Placer,Roseville Police Department,3105,9.9,93.9,34.8,33788,74579,18.4,60.6,8.9
2012,Plumas,All Combined,All Combined,25,90.2,22.9,28329,45358,15.7,46.3,17.2
2012,Plumas,Portola Police Department,3201,13,87.5,11.7,21986,36375,29,43.3,26.9
2012,Riverside,All Combined,All Combined,18.6,79.2,20.5,23863,57096,27.2,52.7,14.2
2012,Riverside,Banning Police Department,3301,25,79.9,16.6,20542,38919,29.2,37.5,13.3
2012,Riverside,Beaumont Police Department,3302,18.1,86.8,26.4,26121,67758,18.2,56.6,8.7
2012,Riverside,Blythe Police Department,3303,28.5,70.3,8.9,16877,48327,32.7,33.3,14.4
2012,Riverside,Calimesa Police Department,3340,28.3,88.5,14,23788,44817,22.9,43.7,11.3
2012,Riverside,Canyon Lake Police Department,3341,8.3,95.3,25.3,34650,74133,27.2,55.6,11.2
2012,Riverside,Cathedral City Police Department,3325,25.5,73.3,15.4,20806,44763,24.9,57,10.6
2012,Riverside,Coachella Police Department,3305,26.1,46.8,4.2,12021,41611,24.4,55.5,21
2012,Riverside,Corona Police Department,3315,13.1,82.1,25,27200,78982,22.1,60.8,12.2
2012,Riverside,Desert Hot Springs Police Department,3306,29.4,67.3,12,14757,32883,31.6,49.9,17
2012,Riverside,Eastvale Police Department,3379,9.8,87.7,36,29204,109841,28.6,64.5,8.8
2012,Riverside,Hemet Police Department,3308,21.8,79.1,12.5,18578,33460,31.8,40,17.3
2012,Riverside,Indian Wells Police Department,3316,9.7,96.8,54,89417,100742,31.8,33.3,10.7
2012,Riverside,Indio Police Department,3309,25,72.2,17.3,20502,50528,26.1,53.5,15.1
2012,Riverside,Jurupa Valley Police Department,33A0,21.4,65,9.7,17853,55516,33.2,53.5,18.2
2012,Riverside,Lake Elsinore Police Department,3330,16.2,77.3,15.2,21021,62436,32.5,58.8,13.6
2012,Riverside,La Quinta Police Department,3331,14.1,89.8,33.6,44090,72099,20.2,53,8.4
2012,Riverside,Menifee Police Department,3378,15.2,84.7,16.7,23356,53415,21.8,48.7,16.2
2012,Riverside,Moreno Valley Police Department,3332,22.8,75.6,15,18130,55872,30.4,54.4,14.8
2012,Riverside,Murrieta Police Department,3342,8.6,91.6,28,28430,75485,27.5,58.2,11.7
2012,Riverside,Norco Police Department,3310,20.1,80.2,16.2,26081,82074,31.3,47.8,11
2012,Riverside,Palm Desert Police Department,3318,13.2,91.2,34.4,40634,53456,28.1,46,11.2
2012,Riverside,Palm Springs Police Department,3311,18.7,87.4,33.5,37755,45404,20.8,49.4,11
2012,Riverside,Perris Police Department,3312,25.5,61.8,8.2,13432,46435,33,50.4,20.6
2012,Riverside,Rancho Mirage Police Department,3317,29.8,94.7,39.5,62445,77304,25,38.2,12.4
2012,Riverside,Riverside Police Department,3313,14.4,77.6,22.2,22571,56403,28.1,55,13.6
2012,Riverside,San Jacinto Police Department,3314,19.2,76.1,11.8,17875,47453,35.8,46.7,21.1
2012,Riverside,Temecula Police Department,3338,18.1,91.2,30.6,28277,78668,22.8,59.4,10.7
2012,Riverside,Wildomar Police Department,3377,15.4,83.3,17.2,23724,60219,26.8,57,13.2
2012,Sacramento,All Combined,All Combined,16.7,85.6,27.9,26856,55846,20.6,55.9,13
2012,Sacramento,Citrus Heights Police Department,3496,15.5,89.9,19.2,25725,54236,16.4,58.6,13.2
2012,Sacramento,Elk Grove Police Department,340H,12.9,90.1,33.7,29332,79559,23.6,62.7,9.8
2012,Sacramento,Folsom Police Department,3401,18.8,91.6,43.8,37177,95623,14.3,56.7,8.5
2012,Sacramento,Galt Police Department,3402,13,79.6,13.1,21013,56976,25.4,56.4,15.5
2012,Sacramento,Isleton Police Department,3403,0,57.8,2.3,16965,31875,42.4,44.1,19.5
2012,Sacramento,Rancho Cordova Police Department,3455,17.4,86.1,24,24166,53313,21.8,56.9,14.9
2012,Sacramento,Sacramento Police Department,3404,17.3,82.1,29.4,25645,50661,20.2,55.7,13.9
2012,San Benito,All Combined,All Combined,18.3,75.6,18.4,25791,63939,21.3,59.4,13.1
2012,San Benito,Hollister Police Department,3501,18.7,71.1,15.1,22349,60750,20.5,60.5,13.2
2012,San Bernardino,All Combined,All Combined,19.8,78,18.6,21636,54750,27.7,53,14.1
2012,San Bernardino,Adelanto Police Department,3613,33.5,67.4,7.4,11172,41113,32.5,36.2,24
2012,San Bernardino,Barstow Police Department,3601,27.5,79.8,9.7,19577,44623,29.8,49.2,12.8
2012,San Bernardino,Chino Police Department,3602,21.2,78.2,20.7,23354,71671,34,54.4,10.8
2012,San Bernardino,Chino Hills Police Department,3640,10.2,92.3,43,34839,97065,22.2,63.5,10.6
2012,San Bernardino,Colton Police Department,3603,22.7,70.4,12.3,15839,41496,30.2,56.9,13.2
2012,San Bernardino,Fontana Police Department,3604,19.7,71.6,15.1,19203,64195,23,57.6,15.2
2012,San Bernardino,Grand Terrace Police Department,3621,11.7,88.3,23.8,30593,64073,28.5,62.1,9
2012,San Bernardino,Hesperia Police Department,3632,23.5,76.6,10.1,16969,46027,26.1,46.2,19.6
2012,San Bernardino,Highland Police Department,3630,21.6,73.2,20.4,22062,57313,33.1,54.3,13.8
2012,San Bernardino,Loma Linda Police Department,3622,6.1,88.1,46.6,31351,58040,27.4,53.8,8.4
2012,San Bernardino,Montclair Police Department,3605,19.3,68.7,11.8,17025,50266,43.7,55.5,13.2
2012,San Bernardino,Needles Police Department,3606,14.3,80.4,8.7,20392,29613,27.3,47.8,11.7
2012,San Bernardino,Ontario Police Department,3607,21.8,70.2,13.2,18782,54994,27.2,59.2,14.1
2012,San Bernardino,Rancho Cucamonga Police Department,3616,10,90.2,29.7,32187,77329,20.1,62.6,10.1
2012,San Bernardino,Redlands Police Department,3608,9.2,89.9,37.5,32800,66901,24,57.4,8.7
2012,San Bernardino,Rialto Police Department,3609,23,67.3,8.9,15862,49428,32.3,54.1,16.7
2012,San Bernardino,San Bernardino Police Department,3610,28.3,67.9,11.8,15322,39097,30.3,47.9,16.9
2012,San Bernardino,Twentynine Palms Police Department,3631,4.5,89.9,18.2,21047,42572,28.9,28.6,16.4
2012,San Bernardino,Upland Police Department,3611,13.7,87.5,29,29420,64797,28,58.4,10.7
2012,San Bernardino,Victorville Police Department,3612,22.5,77.1,11.4,17091,52165,23.2,47.3,15.9
2012,San Bernardino,Yucaipa Police Department,3635,20.9,88,21.4,26617,59428,29.2,54.1,14.1
2012,San Diego,All Combined,All Combined,11.9,85.4,34.4,30683,63373,25.2,56.3,9.6
2012,San Diego,Carlsbad Police Department,3701,12.6,95.6,51.3,42742,83875,27.4,57.6,8.3
2012,San Diego,Chula Vista Police Department,3702,12.9,81.9,27.1,25193,65364,26.2,56.6,11.9
2012,San Diego,Coronado Police Department,3703,2.7,97.9,59.7,49276,89277,34.3,42.1,5.5
2012,San Diego,Del Mar Police Department,3704,25.5,99.3,80.2,84303,102729,21.8,62.8,3.7
2012,San Diego,El Cajon Police Department,3705,20.2,78.6,17.9,20656,45750,25.5,53.4,13.1
2012,San Diego,Encinitas Police Department,37A4,10.3,93,55,46312,90868,25.8,62.3,7.6
2012,San Diego,Escondido Police Department,3706,21.9,73.3,21.8,22526,49787,28.3,57.3,8.8
2012,San Diego,Imperial Beach Police Department,3707,20.3,80.4,15.6,20311,46975,13.4,52.5,15
2012,San Diego,La Mesa Police Department,3708,7.4,90.9,34.4,31106,55744,22.9,60,10.1
2012,San Diego,Lemon Grove Police Department,37A1,13.3,82.7,16.3,22326,49986,28.9,54.2,12.1
2012,San Diego,National City Police Department,3709,13.8,67.9,12.7,16785,38798,30.6,49.4,11.8
2012,San Diego,Oceanside Police Department,3710,13.2,83.5,24.4,27173,61181,26,56.6,10.3
2012,San Diego,Poway Police Department,37A3,12.6,93.7,44.5,39666,94224,29.5,62.5,6.2
2012,San Diego,San Diego Police Department,3711,9.8,86.6,41.4,33012,63990,25.3,58.3,9.2
